DE_00134	chr12	57140602	57140800	Abdominal aortic aneurysm	LRP1
DE_00311	chr13	73905173	73913222	Esophageal carcinoma	KLF5
DE_00312	chr13	73928807	73948316	Esophageal carcinoma	KLF5
DE_00286	chr10	62977202	62978000	Ewing sarcoma	EGR2
DE_00757	chr11	5266002	5277400	Factor vii deficiency	HBG2
DE_00144	chr6	31573531	31575531	Falciparum malaria	TNF
DE_00146	chr6	31573699	31575699	Falciparum malaria	TNF
DE_00486	chr14	38163892	38186188	Fetal hemoglobin level	FOXA1
DE_00360	chr10	9076045	9083727	Fetal hemoglobin level	GATA3
DE_00758	chr11	5266002	5277400	Fructose intolerance	HBG2
DE_00188	chr6	28234156	28234178	Gastric cancer	BTN3A2
DE_00189	chr6	28236326	28236348	Gastric cancer	BTN3A2
DE_00153	chr5	175681216	175683216	Gastric cancer	HRH2
DE_00411	chr11	69321988	69364649	Glioma	CCND1
DE_00412	chr11	69324407	69333564	Glioma	CCND1
DE_00499	chr16	68735241	68752774	Glioma	CDH1
DE_00487	chr14	38165681	38186607	Glioma	FOXA1
DE_00759	chr1	155270202	155271800	Glycosylphosphatidylinositol deficiency	PKLR
DE_00760	chr1	160000799	160002799	Haemophilia	PIGM
DE_00762	chr1	173886202	173887200	Haemophilia	SERPINC1
DE_00761	chr11	73694402	73696200	Haemophilia	UCP2
DE_00766	chr12	121412402	121416200	Hcv-related liver disease	HNF1A
DE_00767	chr12	121416402	121424400	Hcv-related liver disease	HNF1A
DE_00763	chr1	206941402	206947400	Hcv-related liver disease	IL10
DE_00769	chr12	66580602	66583000	Hcv-related liver disease	IRAK3
DE_00764	chr1	209987802	209994800	Hcv-related liver disease	IRF6
DE_00765	chr12	110717411	110719411	Hcv-related liver disease	SERCA2B
DE_00309	chr13	73905435	73944915	Head and neck squamous cell carcinoma	KLF5
DE_00310	chr13	73972794	74005015	Head and neck squamous cell carcinoma	KLF5
DE_00303	chr17	66306202	66313000	Heart disease	PRKCA
DE_00301	chr5	110840002	110842200	Heart failure	TSLP
DE_00498	chr16	68736851	68745710	Hemoglobinopathies	CDH1
DE_00246	chr2	111994520	111996520	Hepatocellular carcinoma	MERTK
DE_00209	chr18	58417685	58419685	Hepatocellular carcinoma	miR-122
DE_00034	chr20	48986349	49063548	Hepatocellular carcinoma	PARD6B
DE_00033	chr20	47895202	47912200	Hepatocellular carcinoma	ZFAS1
DE_00777	chr16	56994402	56997400	Hereditary persistence of foetal haemoglobin	CETP
DE_00770	chr13	113759602	113760800	Hereditary persistence of foetal haemoglobin	F7
DE_00775	chr16	208709	210709	Hereditary persistence of foetal haemoglobin	HBM
DE_00771	chr13	47471402	47471600	Hereditary persistence of foetal haemoglobin	HTR2A
DE_00768	chr12	66580602	66583000	Hereditary persistence of foetal haemoglobin	IRAK3
DE_00773	chr1	59249452	59251452	Hereditary persistence of foetal haemoglobin	JUN
DE_00774	chr1	59250097	59252097	Hereditary persistence of foetal haemoglobin	JUN
DE_00772	chr14	73602802	73603000	Hereditary persistence of foetal haemoglobin	PSEN1
DE_00442	chr1	26436214	26438214	Hirschsprung disease	ARID1A
DE_00446	chr1	26797014	26799014	Hirschsprung disease	ARID1A
DE_00506	chr17	41444875	41446875	Hirschsprung disease	BRCA1
DE_00528	chr17	59523819	59525819	Hirschsprung disease	BRIP1
DE_00381	chr11	68859331	68897042	Hirschsprung disease	CCND1
DE_00394	chr11	69244696	69268821	Hirschsprung disease	CCND1
DE_00395	chr11	69245058	69261066	Hirschsprung disease	CCND1
DE_00609	chr6	151950495	151962787	Hirschsprung disease	ESR1
DE_00594	chr5	131838005	131838155	Hirschsprung disease	RAD50
DE_00002	chr10	43581812	43582711	Hirschsprung disease	RET
DE_00016	chr10	43580812	43583711	Hirschsprung disease	RET
DE_00169	chr10	43085608	43087608	Hirschsprung disease	RET
DE_00172	chr10	42951399	42953399	Hirschsprung disease	RET
DE_00253	chr10	43056447	43058447	Hirschsprung disease	RET
DE_00439	chr12	50449934	50451934	Hirschsprung disease	SMARCD1
DE_00227	chr3	46367680	46369680	Hiv	CCR5
DE_00380	chr11	68866977	68878822	Holoprosencephaly spectrum	CCND1
DE_00538	chr17	7465277	7467277	Holt-oram syndrome	TP53
DE_00784	chr17	32559802	32586800	Hyperalphalipoproteinaemia	CCL2
DE_00776	chr16	56994402	56997400	Hyperalphalipoproteinaemia	CETP
DE_00778	chr17	28563402	28564400	Hyperalphalipoproteinaemia	SLC6A4
DE_00783	chr17	32559802	32586800	Hypertension	CCL2
DE_00154	chr11	2164105	2166105	Hypertension	Pgl3
DE_00290	chr3	27506409	27508409	Hypertension	SLC4A7
DE_00780	chr17	32559802	32586800	Idiopathic short stature	CCL2
DE_00105	chr1	192564977	192566977	Iga nephropathy	RGS1
DE_00020	chr12	114703515	114705515	Isolated congenital heart defect	TBX5
DE_00417	chr11	69353107	69357452	Isolated pancreatic agenesis	CCND1
DE_00418	chr11	69321988	69364649	Isolated pancreatic agenesis	CCND1
DE_00280	chr9	87109354	87111354	Late onset alzheimer's disease	DAPK1
DE_00125	chr6	31558602	31560200	Leprosy	LTA
DE_00296	chr6	162790546	162792546	Leprosy	PARK2
DE_00297	chr6	162790433	162792433	Leprosy	PARK2
DE_00782	chr17	32559802	32586800	Leri-weill syndrome	CCL2
DE_00779	chr17	32559802	32586800	Liebenberg syndrome	CCL2
DE_00721	chr5	134769599	134772144	Liebenberg syndrome	PITX1
DE_00448	chr1	27098214	27100214	Limb malformation	ARID1A
DE_00451	chr1	27718814	27720814	Limb malformation	ARID1A
DE_00613	chr6	156981841	156986329	Limb malformation	ARID1B
DE_00786	chr17	41278202	41283200	Limb malformation	BRCA1
DE_00527	chr17	59376219	59378219	Limb malformation	BRIP1
DE_00788	chr19	13046602	13049400	Limb malformation	CALR
DE_00781	chr17	32559802	32586800	Limb malformation	CCL2
DE_00785	chr17	34204402	34208600	Limb malformation	CCL5
DE_00398	chr11	69245058	69261066	Limb malformation	CCND1
DE_00399	chr11	69244696	69268821	Limb malformation	CCND1
DE_00416	chr11	69353107	69357452	Limb malformation	CCND1
DE_00419	chr11	69321988	69364649	Limb malformation	CCND1
DE_00496	chr16	68736851	68745710	Limb malformation	CDH1
DE_00497	chr16	68735241	68752774	Limb malformation	CDH1
DE_00793	chr2	175626602	175632200	Limb malformation	chrNA1
DE_00612	chr6	152232665	152232815	Limb malformation	ESR1
DE_00473	chr14	37708906	37733371	Limb malformation	FOXA1
DE_00477	chr14	38106984	38130497	Limb malformation	FOXA1
DE_00484	chr14	38165681	38186607	Limb malformation	FOXA1
DE_00485	chr14	38163892	38186188	Limb malformation	FOXA1
DE_00338	chr10	8389356	8397544	Limb malformation	GATA3
DE_00340	chr10	8387288	8399510	Limb malformation	GATA3
DE_00789	chr1	94374309	94376309	Limb malformation	GCLM
DE_00792	chr20	42983276	42985276	Limb malformation	HNF4A
DE_00653	chr9	139410587	139415679	Limb malformation	NOTCH1
DE_00659	chr9	139511833	139518922	Limb malformation	NOTCH1
DE_00587	chr3	52722401	52727615	Limb malformation	PBRM1
DE_00588	chr3	52731308	52733675	Limb malformation	PBRM1
DE_00791	chr19	9943002	9945400	Limb malformation	PIN1
DE_00351	chr10	89910857	89914293	Limb malformation	PTEN
DE_00521	chr17	57232545	57233095	Limb malformation	RAD51C
DE_00460	chr13	48611725	48612030	Limb malformation	RB1
DE_00787	chr17	68675303	68677303	Limb malformation	SOX9
DE_00480	chr14	38108679	38125791	Lung adenocarcinoma	FOXA1
DE_00466	chr14	105217356	105219356	Lung cancer	AKT1
DE_00443	chr1	26436214	26438214	Lung cancer	ARID1A
DE_00445	chr1	26797014	26799014	Lung cancer	ARID1A
DE_00450	chr1	27492905	27493130	Lung cancer	ARID1A
DE_00632	chr7	139693532	139695532	Lung cancer	BRAF
DE_00634	chr7	140845065	140845215	Lung cancer	BRAF
DE_00455	chr13	33213745	33213950	Lung cancer	BRCA2
DE_00530	chr17	59713739	59720977	Lung cancer	BRIP1
DE_00549	chr20	55681846	55688363	Lung cancer	BRIP1
DE_00554	chr20	55795594	55800614	Lung cancer	BRIP1
DE_00387	chr11	69190235	69194349	Lung cancer	CCND1
DE_00400	chr11	69245058	69261066	Lung cancer	CCND1
DE_00401	chr11	69244696	69268821	Lung cancer	CCND1
DE_00405	chr11	69271160	69321971	Lung cancer	CCND1
DE_00406	chr11	69312425	69323470	Lung cancer	CCND1
DE_00409	chr11	69324407	69333564	Lung cancer	CCND1
DE_00410	chr11	69321988	69364649	Lung cancer	CCND1
DE_00420	chr11	69353107	69357452	Lung cancer	CCND1
DE_00422	chr11	69388703	69392548	Lung cancer	CCND1
DE_00494	chr16	68735241	68752774	Lung cancer	CDH1
DE_00495	chr16	68736851	68745710	Lung cancer	CDH1
DE_00503	chr16	68829152	68834349	Lung cancer	CDH1
DE_00560	chr22	29194401	29196401	Lung cancer	CHEK2
DE_00563	chr22	29203252	29220632	Lung cancer	CHEK2
DE_00564	chr22	29203240	29216422	Lung cancer	CHEK2
DE_00637	chr7	55322560	55322795	Lung cancer	EGFR
DE_00472	chr14	37708906	37733371	Lung cancer	FOXA1
DE_00478	chr14	38106984	38130497	Lung cancer	FOXA1
DE_00479	chr14	38119850	38121850	Lung cancer	FOXA1
DE_00482	chr14	38108679	38125791	Lung cancer	FOXA1
DE_00330	chr10	8102395	8104395	Lung cancer	GATA3
DE_00331	chr10	8102595	8104595	Lung cancer	GATA3
DE_00335	chr10	8373795	8375795	Lung cancer	GATA3
DE_00336	chr10	8373195	8375195	Lung cancer	GATA3
DE_00341	chr10	8401850	8412800	Lung cancer	GATA3
DE_00342	chr10	8401306	8410446	Lung cancer	GATA3
DE_00199	chr6	31907002	31922600	Lung cancer	"HLA-DRB1, HLA-DQB1, HLA-DRB5, HLA-C"
DE_00620	chr7	115956365	115958365	Lung cancer	MET
DE_00621	chr7	115956165	115958165	Lung cancer	MET
DE_00622	chr7	115993765	115995765	Lung cancer	MET
DE_00624	chr7	116312365	116314365	Lung cancer	MET
DE_00631	chr7	116909165	116911165	Lung cancer	MET
DE_00072	chr8	129168000	129190017	Lung cancer	MYC
DE_00654	chr9	139410587	139415679	Lung cancer	NOTCH1
DE_00370	chr1	115300100	115300310	Lung cancer	NRAS
DE_00584	chr3	52211805	52211955	Lung cancer	PBRM1
DE_00574	chr3	179167707	179169707	Lung cancer	PIK3CA
DE_00641	chr8	117778620	117780620	Lung cancer	RAD21
DE_00644	chr8	118742620	118744620	Lung cancer	RAD21
DE_00593	chr5	131824902	131826902	Lung cancer	RAD50
DE_00598	chr5	132108902	132110902	Lung cancer	RAD50
DE_00512	chr17	56565325	56565475	Lung cancer	RAD51C
DE_00514	chr17	56686202	56688202	Lung cancer	RAD51C
DE_00515	chr17	56727402	56729402	Lung cancer	RAD51C
DE_00522	chr17	57287019	57289019	Lung cancer	RAD51C
DE_00456	chr13	47128000	47130000	Lung cancer	RB1
DE_00459	chr13	48611725	48612030	Lung cancer	RB1
DE_00461	chr13	48667800	48669800	Lung cancer	RB1
DE_00464	chr13	49065600	49067600	Lung cancer	RB1
DE_00440	chr12	50449934	50451934	Lung cancer	SMARCD1
DE_00429	chr12	115108534	115114864	Lung cancer	TBX3
DE_00180	chr5	1285401	1287401	Lung cancer	TERT
DE_00191	chr5	1286079	1288079	Lung cancer	TERT
DE_00535	chr17	6937677	6939677	Lung cancer	TP53
DE_00541	chr17	7576044	7581735	Lung cancer	TP53
DE_00546	chr17	8026685	8026835	Lung cancer	TP53
DE_00091	chr10	62684804	62686804	Lupus	ADO
DE_00233	chr20	46110557	46112557	Lupus	CD40
DE_00185	chr8	11485002	11488000	Lupus	FAM167A
DE_00272	chr21	44195602	44196200	Lupus	ICOSLG
DE_00217	chr7	128932913	128934913	Lupus	IRF5
DE_00197	chr10	6054802	6063200	Lupus	PFKFB3
DE_00256	chr10	6068602	6071200	Lupus	PFKFB3
DE_00058	chr6	159518202	159522400	Lymphocyte-mediated immune disorders	TAGAP
DE_00059	chr6	159523668	159523966	Lymphocyte-mediated immune disorders	TAGAP
DE_00060	chr6	159524402	159532000	Lymphocyte-mediated immune disorders	TAGAP
DE_00061	chr6	159534002	159544800	Lymphocyte-mediated immune disorders	TAGAP
DE_00062	chr6	159546202	159549800	Lymphocyte-mediated immune disorders	TAGAP
DE_00063	chr6	159551602	159553000	Lymphocyte-mediated immune disorders	TAGAP
DE_00064	chr6	159556002	159556400	Lymphocyte-mediated immune disorders	TAGAP
DE_00065	chr6	159500834	159556753	Lymphocyte-mediated immune disorders	TAGAP
DE_00285	chr20	43939402	43940200	Major depressive disorder	TOX2
DE_00795	chr22	19743002	19744600	Malarial anaemia	TBX1
DE_00798	chr2	224465344	224467344	Mannose-binding protein deficiency	SCG2
DE_00794	chr22	19743002	19744600	Mannose-binding protein deficiency	TBX1
DE_00799	chr22	29195757	29197757	Mannose-binding protein deficiency	XBP1
DE_00371	chr1	115300100	115300310	Medulloblastoma	NRAS
DE_00575	chr3	179167707	179169707	Medulloblastoma	PIK3CA
DE_00106	chr6	85535991	85537991	Melanoma	SNHG5
DE_00108	chr6	85512598	85514598	Melanoma	SNHG5
DE_00111	chr6	85547896	85549896	Melanoma	SNHG5
DE_00242	chr6	85513335	85515335	Melanoma	SNHG5
DE_00247	chr6	85494605	85496605	Melanoma	SNHG5
DE_00299	chr6	85537081	85539081	Melanoma	SNHG5
DE_00802	chr22	40741514	40743514	Monomac syndrome	ADSL
DE_00800	chr22	29195757	29197757	Monomac syndrome	XBP1
DE_00291	chr22	39118402	39151000	Multiple myeloma	CBX7
DE_00211	chr7	21897622	21899622	Multiple myeloma	CDCA7L
DE_00090	chr10	62684804	62686804	Multiple sclerosis	ADO
DE_00168	chr14	75538602	75540400	Multiple sclerosis	BATF
DE_00235	chr20	46110557	46112557	Multiple sclerosis	CD40
DE_00129	chr1	116557202	116561000	Multiple sclerosis	CD58
DE_00208	chr3	122074002	122078000	Multiple sclerosis	CD86
DE_00079	chr12	9722495	9724495	Multiple sclerosis	CLECL1
DE_00114	chr12	57738473	57740473	Multiple sclerosis	CYP27B1
DE_00639	chr7	55322560	55322795	Multiple sclerosis	EGFR
DE_00186	chr8	11485002	11488000	Multiple sclerosis	FAM167A
DE_00102	chr1	92542756	92544756	Multiple sclerosis	GFI1
DE_00269	chr21	44195602	44196200	Multiple sclerosis	ICOSLG
DE_00123	chr17	39755124	39757124	Multiple sclerosis	IKZF3
DE_00175	chr5	159328602	159343000	Multiple sclerosis	IL12B
DE_00218	chr7	128932913	128934913	Multiple sclerosis	IRF5
DE_00626	chr7	116312365	116314365	Multiple sclerosis	MET
DE_00374	chr1	115300100	115300310	Multiple sclerosis	NRAS
DE_00155	chr10	6054802	6063200	Multiple sclerosis	"PFKFB3, IL2RA"
DE_00254	chr10	6068602	6071200	Multiple sclerosis	"PFKFB3, IL2RA"
DE_00576	chr3	179167707	179169707	Multiple sclerosis	PIK3CA
DE_00267	chr2	68415402	68433000	Multiple sclerosis	PLEK
DE_00302	chr17	42355802	42356600	Multiple sclerosis	STAT3
DE_00147	chr12	6310602	6347200	Multiple sclerosis	TNFRSF1A
DE_00288	chr19	10408388	10410388	Multiple sclerosis	"TYK2, ICAM3"
DE_00222	chr14	68787402	68787600	Multiple sclerosis	ZFP36L1
DE_00801	chr22	40741514	40743514	Myasthenia gravis	ADSL
DE_00803	chr3	115376646	115378646	Myasthenia gravis	GAP43
DE_00804	chr3	119814602	119822600	Myasthenia gravis	GSK3B
DE_00807	chr3	37034602	37040200	Myasthenia gravis	MLH1
DE_00810	chr4	74300817	74302817	Myocardial infarction	AFP
DE_00809	chr4	185568801	185570801	Myocardial infarction	CASP3
DE_00808	chr3	37034602	37040200	Myocardial infarction	MLH1
DE_00295	chr6	12902202	12905800	Myocardial infarction	PHACTR1
DE_00376	chr1	115300100	115300310	Neural tube defects	NRAS
DE_00157	chr11	8232861	8234861	Neuroblastoma	LMO1
DE_00051	chr5	1310402	1340200	Neuroblastoma	TERT
DE_00052	chr5	1340202	1344600	Neuroblastoma	TERT
DE_00053	chr5	1344602	1345400	Neuroblastoma	TERT
DE_00103	chr14	29530199	29532199	Neuropsychiatric disorders	FOXG1
DE_00627	chr7	116312365	116314365	Non-small cell lung cancer	MET
DE_00580	chr3	179167707	179169707	Non-small cell lung cancer	PIK3CA
DE_00638	chr7	55322560	55322795	Obesity	EGFR
DE_00811	chr5	132007802	132009200	Obesity	IL4
DE_00305	chr16	53793802	53796800	Obesity	IRX3
DE_00151	chr19	51270402	51270600	Obesity	"KLK14, IGLON5, LRRC4B, SYT3"
DE_00629	chr7	116312365	116314365	Obesity	MET
DE_00377	chr1	115300100	115300310	Obesity	NRAS
DE_00812	chr5	147211002	147213600	Obesity	SPINK1
DE_00813	chr5	147211002	147213600	Obsessive-compulsive disorder	SPINK1
DE_00143	chr7	117615658	117617658	Oesophagus and oesophageal adenocarcinoma	CFTR
DE_00156	chr9	22031802	22034200	Optic nerve degeneration in glaucoma	CDKN2B-AS1
DE_00140	chr15	32699910	32701910	Orofacial clefting	GREM1
DE_00241	chr1	209789202	209834600	Orofacial clefting	IRF6
DE_00030	chr19	41367602	41372400	Ovarian cancer	EGLN2
DE_00011	chr10	23507305	23509305	Pancreatic agenesis	PTF1A
DE_00012	chr10	23507363	23509363	Pancreatic agenesis	PTF1A
DE_00013	chr10	23507365	23509365	Pancreatic agenesis	PTF1A
DE_00014	chr10	23507437	23509437	Pancreatic agenesis	PTF1A
DE_00015	chr10	23507446	23509446	Pancreatic agenesis	PTF1A
DE_00066	chr6	74596274	74597932	Pancreatic cancer	CDKN2B
DE_00205	chr13	73348002	73355000	Pancreatic cancer	DIS3
DE_00276	chr7	6468402	6486800	Pancreatic cancer	KDELR2
DE_00238	chr20	58366501	58368501	Pancreatic cancer	RAB22A
DE_00223	chr18	47918936	47920936	Pancreatic cancer	SMAD2
DE_00816	chr5	156604202	156609777	Pancreatitis	ITK
DE_00815	chr5	147257162	147259162	Pancreatitis	SCGB3A2
DE_00814	chr5	147211002	147213600	Pancreatitis	SPINK1
DE_00636	chr7	55102180	55102330	Papillary thyroid cancer	EGFR
DE_00457	chr13	47128000	47130000	Papillary thyroid cancer	RB1
DE_00462	chr13	48667800	48669800	Papillary thyroid cancer	RB1
DE_00179	chr5	1285401	1287401	Papillary thyroid cancer	TERT
DE_00543	chr17	8022920	8023130	Papillary thyroid cancer	TP53
DE_00203	chr4	89752280	89754280	Parkinson disease	SNCA
DE_00817	chr7	107300201	107302201	Pendred syndrome	SLC26A4
DE_00307	chr21	38910809	38912809	Periodontal diseases	ETS2
DE_00145	chr2	112784383	112786383	Periodontal diseases	IL-1A
DE_00099	chr2	112831202	112834600	Periodontal diseases	IL-1B
DE_00819	chr7	156583402	156584600	Pierre robin sequence	SHH
DE_00025	chr17	68697977	68699977	Pierre robin sequence	SOX9
DE_00026	chr17	68734530	68736530	Pierre robin sequence	SOX9
DE_00027	chr17	68746322	68748322	Pierre robin sequence	SOX9
DE_00028	chr17	68771750	68773750	Pierre robin sequence	SOX9
DE_00029	chr17	69705602	69706600	Pierre robin sequence	SOX9
DE_00818	chr7	156583402	156584600	Porphyria	SHH
DE_00017	chr1	105934	107935	Preaxial polydactyly 2	SHH
DE_00375	chr1	115300100	115300310	Primary open-angle glaucoma	NRAS
DE_00822	chr7	156583402	156584600	Primary sclerosing cholangitis	SHH
DE_00821	chr7	156583402	156584600	Progressing stroke	SHH
DE_00174	chr13	50369875	50371875	Prostate cancer	ARLTS1
DE_00023	chr15	54202002	54203000	Prostate cancer	"BCL2, PYGO1"
DE_00024	chr15	54203002	54203600	Prostate cancer	"BCL2, PYGO1"
DE_00250	chr8	127400060	127402060	Prostate cancer	"CARLo-5, MYC"
DE_00074	chrX	45297055	45299055	Prostate cancer	CXorf36
DE_00635	chr7	55102180	55102330	Prostate cancer	EGFR
DE_00068	chr8	127888002	127892000	Prostate cancer	FAM84B
DE_00073	chr8	129977038	129979038	Prostate cancer	GSDMC
DE_00623	chr7	116312365	116314365	Prostate cancer	MET
DE_00630	chr7	116909165	116911165	Prostate cancer	MET
DE_00069	chr8	128653265	128655265	Prostate cancer	MYC
DE_00076	chr8	126998202	127000400	Prostate cancer	MYC
DE_00077	chr8	127515802	127520800	Prostate cancer	MYC
DE_00078	chr8	127080402	127082000	Prostate cancer	MYC
DE_00117	chr8	126911414	126913414	Prostate cancer	MYC
DE_00126	chr8	127081911	127083911	Prostate cancer	MYC
DE_00133	chr8	127471793	127473793	Prostate cancer	MYC
DE_00137	chr8	127110881	127112881	Prostate cancer	MYC
DE_00139	chr8	127111671	127113671	Prostate cancer	MYC
DE_00240	chr8	127322428	127324428	Prostate cancer	MYC
DE_00251	chr8	127093635	127095635	Prostate cancer	MYC
DE_00278	chr8	127526115	127528115	Prostate cancer	MYC
DE_00265	chr8	127090810	127092810	Prostate cancer	PCAT1
DE_00097	chr6	42959723	42961723	Prostate cancer	PEX6
DE_00578	chr3	179167707	179169707	Prostate cancer	PIK3CA
DE_00178	chr17	5614686	5616686	Prostate cancer	PTEN
DE_00071	chr8	129105383	129107383	Prostate cancer	PVT1
DE_00643	chr8	117778620	117780620	Prostate cancer	RAD21
DE_00645	chr8	118742620	118744620	Prostate cancer	RAD21
DE_00200	chr6	116887889	116889889	Prostate cancer	RFX6
DE_00820	chr7	156583402	156584600	Prostate cancer	SHH
DE_00149	chr17	71112202	71116400	Prostate cancer	SOX9
DE_00287	chr17	71110675	71112675	Prostate cancer	SOX9
DE_00536	chr17	6937677	6939677	Prostate cancer	TP53
DE_00545	chr17	8022920	8023130	Prostate cancer	TP53
DE_00547	chr17	8026685	8026835	Prostate cancer	TP53
DE_00173	chr5	141633927	141635927	Psychiatric diseases	DIAPH1
DE_00152	chr2	170832611	170834611	Psychiatric diseases	GAD1
DE_00161	chr2	170820802	170822200	Psychiatric diseases	GAD1
DE_00825	chr7	156583402	156584600	Pyruvate kinase deficiency	SHH
DE_00260	chr11	69423973	69425973	Renal cancer	CCND1
DE_00274	chr11	69436214	69438214	Renal cancer	CCND1
DE_00284	chr11	69418852	69420852	Renal cancer	CCND1
DE_00642	chr8	117778620	117780620	Renal cancer	RAD21
DE_00094	chr10	62684804	62686804	Rheumatoid arthritis	ADO
DE_00234	chr20	46110557	46112557	Rheumatoid arthritis	CD40
DE_00181	chr8	11485002	11488000	Rheumatoid arthritis	FAM167A
DE_00270	chr21	44195602	44196200	Rheumatoid arthritis	ICOSLG
DE_00214	chr7	128932913	128934913	Rheumatoid arthritis	IRF5
DE_00292	chr2	30224478	30226478	Rheumatoid arthritis	LBH
DE_00195	chr10	6054802	6063200	Rheumatoid arthritis	PFKFB3
DE_00258	chr10	6068602	6071200	Rheumatoid arthritis	PFKFB3
DE_00824	chr7	156583402	156584600	Schizoaffective disorder	SHH
DE_00113	chr12	2232402	2239200	Schizophrenia	CACNA1C
DE_00220	chr12	2239418	2241418	Schizophrenia	CACNA1C
DE_00266	chr12	2252002	2254000	Schizophrenia	CACNA1C
DE_00263	chr19	19322541	19324541	Schizophrenia	GATAD2A
DE_00116	chr3	52707521	52709521	Schizophrenia	GNL3
DE_00115	chr19	19320154	19322154	Schizophrenia	HAPLN4
DE_00031	chr1	98514539	98516539	Schizophrenia	"MIR137, MIR2682"
DE_00162	chr3	52784311	52786311	Schizophrenia	NEK4
DE_00275	chr2	232878002	232879400	Schizophrenia	NGEF
DE_00230	chr10	102892202	102894600	Schizophrenia	NT5C2
DE_00647	chr8	118742620	118744620	Schizophrenia	RAD21
DE_00104	chr1	98030620	98032620	Schizophrenia	RP11 490G2.2
DE_00193	chr1	243474402	243480800	Schizophrenia	SDCCAG8
DE_00823	chr7	156583402	156584600	Schizophrenia	SHH
DE_00124	chr3	52769471	52771471	Schizophrenia	SPCS1
DE_00202	chr2	199915014	199917014	Schizophrenia	TYW5
DE_00827	chr7	156583402	156584600	Sideroblastic anaemia	SHH
DE_00826	chr7	156583402	156584600	Silver-russell syndrome	SHH
DE_00828	chr7	156583402	156584600	Sudden infant death syndrome	SHH
DE_00829	chr7	156583402	156584600	Syndactyly	SHH
DE_00830	chr7	22760602	22771600	Systemic lupus erythematosus	IL6
DE_00100	chr16	31264202	31266600	Systemic lupus erythematosus	ITGAM
DE_00373	chr1	115300100	115300310	Systemic lupus erythematosus	NRAS
DE_00646	chr8	118742620	118744620	Systemic lupus erythematosus	RAD21
DE_00159	chr6	137873929	137875929	Systemic lupus erythematosus	TNFAIP3
DE_00832	chr8	128398602	128417000	T cell acute lymphoblastic leukemia	MYC
DE_00836	chr9	104183202	104211400	Thalassaemia	ALDOB
DE_00831	chr8	128398602	128417000	Thalassaemia	MYC
DE_00834	chr8	31494581	31496581	Thalassaemia	NRG1
DE_00833	chr8	23081971	23083971	Thalassaemia	TNFRSF10A
DE_00177	chr3	24161002	24167400	The syndrome of resistance to thyroid hormone	THRB
DE_00835	chr9	104183202	104211400	Thrombocytopaenia 2	ALDOB
DE_00837	chr9	21974127	21976127	Thrombocytopaenia 2	CDKN2A
DE_00839	chrX	138611889	138613889	Thrombocytopaenia 2	F9
DE_00081	chr1	181050094	181052094	tuberculosis	MR1
DE_00633	chr7	139693532	139695532	Type-2 diabetes	BRAF
DE_00132	chr13	72425787	72428335	Type-2 diabetes	DACH1
DE_00306	chr16	53793802	53796800	Type-2 diabetes	IRX3
DE_00619	chr7	115956165	115958165	Type-2 diabetes	MET
DE_00628	chr7	116312365	116314365	Type-2 diabetes	MET
DE_00372	chr1	115300100	115300310	Type-2 diabetes	NRAS
DE_00579	chr3	179167707	179169707	Type-2 diabetes	PIK3CA
DE_00648	chr8	118742620	118744620	Type-2 diabetes	RAD21
DE_00458	chr13	47128000	47130000	Type-2 diabetes	RB1
DE_00463	chr13	48667800	48669800	Type-2 diabetes	RB1
DE_00465	chr13	50656400	50658400	Type-2 diabetes	RB1
DE_00130	chr11	72757002	72765000	Type-2 diabetes	STARD10
DE_00112	chr10	113048143	113050143	Type-2 diabetes	TCF7L2
DE_00283	chr10	112997590	112999590	Type-2 diabetes	TCF7L2
DE_00544	chr17	8022920	8023130	Type-2 diabetes	TP53
DE_00261	chr15	62098409	62100409	Type-2 diabetes	VPS13C
DE_00231	chr6	37805802	37809800	Type-2 diabetes	ZFAND3
DE_00841	chrX	1732783	1734783	Tyrosine hydroxylase deficiency	ASMT
DE_00842	chrX	1732892	1734892	Tyrosine hydroxylase deficiency	ASMT
DE_00843	chrX	37639002	37678400	Tyrosine hydroxylase deficiency	CYBB
DE_00840	chrX	154251002	154251200	Tyrosine hydroxylase deficiency	F8
DE_00838	chrX	138611889	138613889	Tyrosine hydroxylase deficiency	F9
DE_00092	chr10	62684804	62686804	Ulcerative colitis	ADO
DE_00237	chr20	46110557	46112557	Ulcerative colitis	CD40
DE_00183	chr8	11485002	11488000	Ulcerative colitis	FAM167A
DE_00273	chr21	44195602	44196200	Ulcerative colitis	ICOSLG
DE_00216	chr7	128932913	128934913	Ulcerative colitis	IRF5
DE_00194	chr10	6054802	6063200	Ulcerative colitis	PFKFB3
DE_00257	chr10	6068602	6071200	Ulcerative colitis	PFKFB3
DE_00308	chr8	129543949	129554294	Uterine Corpus Endometrial Carcinoma	MYC
DE_00845	chrX	55056617	55058617	Ventricular septal defect	ALAS2
DE_00844	chrX	37639002	37678400	Ventricular septal defect	CYBB
DE_00846	chrX	70441002	70448800	Ventricular septal defect	GJB1
DE_00847	chrX	70441002	70448800	Wegener granulomatosis	GJB1
DE_00625	chr7	116312365	116314365	X-linked deafness type 3	MET
